,product_name,Product_Number,Bluetooth,Main Camera Resolution,Internal Memory,Processor,Battery Capacity,Display Resolution,Display Size (inch),Network,Weight (g),Processor,Dimensions,RAM,Talk Time,image,price,key features
131,9584,MEIZU MX2 (32GB),V4.0,8.0M BSI Lens,32GB ROM,1.6GHz Cortex-A9 Quad Core,1800 mAh,"800 x 1280 pixels(WXGA) ,347PPI",4.4,GSM  900 / 1800 WCDMA 2100,142g,1.6GHz Cortex-A9 Quad Core,124.9 (L) x 64.9 (W) x 10.2 (D) mm,2GB RAM,WCDMA up to 600 mins / GSM up to 780 mins,53675bd58931159a31f2687853f3e11655027e42.jpg,2899.0,"MX5S, 1.6 GHz 4-core A9 processor, 32 nm HKMG
4.4-inch high resolution 1280x800 HD+ display screen with 347 PPI
8 mega-pixels back-illuminated, 1080p 30 frames video recording
Back-illuminated, 720p 30 frames video recording
Flyme 2.0(based on Android 4.1)"
132,3021,ASUS PadFone Infinity,"Support4.0, A2DP, EDR","13MP Sony BSI Sensor, f/2.0 Aperture, 5-element lens, auto focus",up to 64GB,Qualcomm® Snapdragon™ 600 Quad-core CPU (running at 1.7GHz),2400 mAh,1920 x 1080 pixels,5.0 inch touch screen,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,Handset : 145g,Qualcomm® Snapdragon™ 600 Quad-core CPU (running at 1.7GHz),143.5 x 72.8 x 8.9mm,2GB RAM,Up to 19 hours (3G),81cff1b9c9c727dd7a2d5980ea851e911da7be7a.jpg,4988.0,"LTE FHD Smartphone 5-inch + LTE FHD Tablet 10.1-inch
The fastest Qualcomm® Snapdragon™ 600 quad-core CPU at 1.7GHz
13MP F2.0 camera with 100 consecutive photo captures
2-in-1 Innovation Dynamic Display for instant switch between phone and tablet experience
Sleek aluminum alloy with brushed metal finish design"
133,17094,Samsung GALAXY S4,"V4.0Support A2DP, AVRCP",13.0M,16GB,Exynos5 1.6GHz quad-core +1.2GHz quad-core,2600mAh,1920x1080 pixels,5,LTE (800/1800/2600MHz) + UMTS (850/900/2100MHz) + EDGE/GSM (850/900/1800/1900MHz),130g,Exynos5 1.6GHz quad-core +1.2GHz quad-core,136.6 x 69.8 x 7.9 毫米,Support2GB RAM,up to 17 hrs (3G),48d9f31c9ae75d58aa4602562d0c2d73807dab28.jpg,5898.0,"5-inch Full HD SUPER AMOLED Display
13MP Pixels Camera
1.6GHz Qual Core +1.2GHz Quad Core
Dual Shot
Sound & Shot
Group Play
Smart Pause"
134,30358,Samsung Galaxy Pocket Plus,Not Support,2.0M,N/A,850MHz Processor,1200mAh,240 x 320  pixels,2.8 inch,UMTS (900/ 2100 MHz) + GSM (850/ 900/ 1800/ 1900 MHz),97.2g,850MHz Processor,104.9 (L) x  57.9  (W) x 11.98  (D) mm,512MB,Up to 17 hr (2G); Up to 5.6 hr (3G),36fbe20fddab16fe90b7f354a10fc02ffe7a12e7.jpg,998.0,"Smartphone for everyone
Android v4.0 (Ice-cream Sandwish)
850MHz processor
TOUCHWiZ User Interface (up to 7 pages widget desktop)
Support Multi-tasking"
135,11601,Nokia C2-01,"Support, Stereo Bluetooth (A2SP), Bluetooth 2.1 EDR",3.2MP,60MB Built-in memory,N/A,1020 mAh,320 x 240 pixels(QVGA),2.0 inches,GSM/EDGE 850/900/1800/1900;,89g,N/A,109.6 x 46.9 x 14.6mm,N/A,Up to 270 mins,6b0fa456c85f30db1f24ba53f5802672101d855e.jpg,788.0,"keep in touch with Facebook
SMS conversation mode
3.5mm + radio
3.2MP camera"
136,29847,Huawei Ascend P1 LTE,Support,8.0M,4GB,1.5GHz Dual core,1670mAh,960 x 540,4.3 inches,HSPA/LTE,135g,1.5GHz Dual core,9.9mm x 132.5mm x 65.4mm,1GB,9 hours (2G) / 10 hours (3G) / 10 hours (LTE),bd650a18068d9194bce05b836dbbbe9d4cc44e8c.jpg,3680.0,"FDD-LTE: 100Mbps,800/1800/2600MHZ
Dual core 1.5GHz
4.3-inch super AMOLED full touch screen with Corning® Gorilla® glass
8MP AF,Dual-LED flash, supporting Face and Smile Detection; Panorama with 30fps video recording @1080p
support“Dolby Mobile”and “Dolby Digital Plus”for Ultimate Entertainment Experience
Dual Mics support
support Mobile Hotspot; WiFi Direct; DLNA
Bluetonth 3.0 Smart Ready"
137,29901,LG Optimus F5,SupportV4.0,500M,8GB ROM,MSM8960 1.2 GHz Dual-Core,Standard battery Li-Ion 2150 mAh,540 × 960 pixels,4.3-inch qHD,LTE (800/1800/2600MHz),131g,MSM8960 1.2 GHz Dual-Core,126.04 × 64.46 ×9.3mm,1GB RAM,up to 12 hrs (2G); up to 8 hrs (3G),1944d2f2e859dca8c09ea58b18668028882295de.jpg,2898.0,"4.3-inch IPS LCD Display qHD 540×960 pixels. Delivering High Resolution and Color Accuracy
Support Ultra Fast 4G Network
1.2 GHz Dual-Core
2,150mAH Powerful and Long Lasting Battery
DLNA,Wi-Fi Direct High Speed Content Sharing and File Iransfer"
138,30300,Nokia Lumia 720,"Support3.0, A2DP, EDR",6.7 megapixal Zeiss optics with auto focus,Support (Up to 8GB),"Qualcomm® S4 1.0 GHz, Dual Core","2,000 mAh",480 x 800 pixels,4.3 inch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,N/A,"Qualcomm® S4 1.0 GHz, Dual Core",127.9  (L) x 67.5 (W)x 9 (D) mm,512MB RAM,Up to 804 mins,05085007755f8e73f8f02bf30bcf49f0f7eeb708.jpg,2988.0,"Great f/1.9 aperture camera, 6.7Mpix Carl Zeiss lens
4.3-inch CleckBlack display
Glam me Apps
Here Maps
Windows Phone 8, the most personalized operating system"
139,29795,Huawei Ascend Y210,Support,2.0MP FF Camera,512MB,Qualcomm 1 GHz,1700mAH,480 x 320 (HVGA),3.5 inches,HSDPA,120g(with battery),Qualcomm 1 GHz,117 x 62 x 12.6 mm,256MB,"560 mins (2G), 760 mins (3G)",b551c386655a4012b809aab88b3e7c5272d69df1.jpg,899.0,"HUAWEI Ascend Y210 is a dual sim dual standby smart phone developed by HUAWEI
Dual Sim Dual Standby
3.5-inch touch screen supporting auto rotation
1700mAH long standby
Qualcomm 1GHz CPU
5 seconds Fast boot
GPS/AGPS
Abundant Google applications"
140,30114,LG Optimus G,V4.0,1300M,32GB ROM,Qualcomm Snapdragon S4 Pro 1.5GHz Quad-Core Processor,2100 mAh Li-Polymer,768 x 1280 pixels,4.7 inch,LTE:   LTE: 800/900/1800/2100/2600 MHz & UMTS 900/2100 MHz,145g,Qualcomm Snapdragon S4 Pro 1.5GHz Quad-Core Processor,131.9x 68.9 x 8.5 mm,2GB RAM,15/13 hrs (2G/3G),617a19cc94e89284db2e4818c8b3612bd5bd882d.jpg,4898.0,"Snapdragon S4 Pro 1.5GHz Quad-Core Processor supports Ultra Fast 4G LTE Network
4.7-inch True HD IPS+ Display, 1280 x 768 pixels and 320 ppi resolution
13.0 Mega-pixel Auto Focus Camera with LED
32GB ROM, 2GB RAM
QSilde muilti-windows operation & QuickMemo™ Function
Zerogap Touch offers an immersive touch and viewing experience
Android™ Jelly Bean 4.1.2 OS
2100mAh Li-Polymer Long Lasting Battery"
141,30411,Sharp SH930W,V4.0,8.0M,32GB ROM,N/A,N/A,1920 x 1080 pixels(TFT),5.0 inch,GSM 850 / 900 / 1800 / 1900 UMTS 900/1900/2100,144.8g,N/A,138.9 (L) x 71.5 (W) x 9.1 (D) mm,2GB RAM,WCDMA up tp 480 mins / GSM up to 840 mins,02d077c258cfe671f6aa8787a4ad245aea74bcf5.jpg,3898.0,"Japan Made AQUOS LCD delivering Full HD colour experiment.
1920 X1080 Full HD 5-inch display with density 443ppi
Dual Core 1.5GHz with 2GB RAM+32GB ROM generating ultra speed in multi-tasking, web browsing and game playing
8MP BSI autofocus camera with 2M front face camera
AndroidTM 4.1 Jelly Bean makes your device with Faster rendering, Reduces touch latency and Support Google Cloud Messaging"
142,30813,Samsung GALAXY S4 Zoom,Support Bluetooth 4.0 with A2DP and AVRCP,1600萬像素自動對焦相機,8GB,Dual Core 1.5GHz,2330mAh,960 x 540 pixels,4.3 inch,WCDMA (850/900/1900/2100 MHz) + GSM (850/900/1800/1900 MHz),208g,Dual Core 1.5GHz,125.5 x 63.5 x 15.4 mm,1.5GB RAM,13 hours (3G),6796d62af744431c4d47b963336dda5d15a595cc.jpg,4298.0,"Samsung 10倍光學變焦鏡頭24-240mm ,F3.1-F6.3 鏡頭內置Xenon 閃光燈
1600萬像素及190萬像素高清前置相機
1/2.33 BSI CMOS 影像感應器
Optical Image Stabilizer (OIS) 光學防手震
智能模式、專業模式(P/M/C), 我的模式
通話中相片分享"
143,30510,Sharp SH837W,V4.0,8.0M,4GB ROM,N/A,N/A,"720 x 1280 pixels(TFT), 314ppi",4.7 inch,GSM 850 / 900 / 1800 / 1900 CDMA 900/2100,137g,N/A,133.9 (L) x 67.6 (W) x 8.9 (D) mm,1GB RAM,WCDMA up to 427 mins / GSM up to 550 mins,7252d70a454ab3e9bada17252b2cdf753ba8a1f1.jpg,2898.0,"4.7-inch HD SHARP display
Sharp Feel UX unique interface
Ultra thin 8.9mm with Unibody Design
Android 4.0 ICS pre-load"
144,53291,ASUS The New Padfone Infinity,"Support 4.0, A2DP, EDR","13MP Sony BSI Sensor, f/2.0 with PixelMaster Technology",64GB,Qualcomm® Snapdragon™ 800 Quad-core CPU (running at 2.2GHz),"2,400mAh Phone (A86)",1920 × 1080 pixel- Phone (A86),5 Inch Touch Screen - Phone (A86),GSM/GPRS/EDGE：850 / 900 / 1800 / 1900 MHz,145(g) -Phone (A86),Qualcomm® Snapdragon™ 800 Quad-core CPU (running at 2.2GHz),143.5 x 72.8 x 8.9(mm) – Phone (A86),2GB RAM,Up to 19 Houre (3G),426711790a2903e06350fd4c79b675b1cb6a0f13.jpg,6988.0,"2 in 1 innovative design，easily switch between smartphone and tablet
5 inches Full HD Smartphone、10.1 inches Full HD Tablet
Snapdragon™ 800 2.2GHz Quad-core CPU﹑4G LTE 150Mbps network supported
13-megapixel camera with PixelMaster technology
Total 7400 mAh battery power (Smartphone + Tablet)"
145,72341,Samsung GALAXY ACE III LTE,V4.0 (A2DP/AVRCP),5.0 Mega-pixel AF camera,8GB ROM,1.2GHz Dual Core Processor,1800mAh,WVGA (480 x 800 pixels),4.0 inch,FDD-LTE (800/900/1800/2600MHz),119.8g,1.2GHz Dual Core Processor,121.2 (L) x 62.7(W) x 10(D),1GB,Up to 10 hrs (3G),7ac3480f21cb2edb3939c5b43a6e083636974aa0.jpg,2098.0,"1.2GHz Dual Core Processor & 1GB RAM
4 inch WVGA Display
Storage & support microSD (upto 64GB)
Android v4.2 (Jelly Bean) 
Samsung Flagship Experience: Sound & Shot / S Travel / S translator/ Smart Stay / S Voice / Best Photo/ Buddy Photo Share"
146,31163,Nokia Lumia 925,"Support3.0, A2DP, EDR",870萬像素蔡司光學鏡頭具備自動對焦，PureView 和光學影像穩定技術; F2.0 光圈和 26mm 鏡頭,Up to 16GB,"Qualcomm® S4 1.5 GHz, Dual core",2000mAh,768 x 1280 pixels,4.5 inch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,139g,"Qualcomm® S4 1.5 GHz, Dual core",129 x 70.6 x 8.5 mm,1GB RAM,至長可達760分鐘,3ddadec96f04741a6b44a18148ba3e6aaf4fed6e.jpg,4388.0,"The latest Windows Phone 8 operating system
Support more LTE frequency (800 / 900 / 1800 / 2100 / 2600 Mhz)
Nokia Smart Camera. Unleash your creativity.
PureView technology with Optical Image Stabilisation
Powerful S4 1.5GHz Dual-Core processor
4.5-inch Super sensitive touch display"
147,52905,MEIZU MX3 (64GB),Support V4.0,8 mega-pixels back-illuminated camera,64GB,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),2400mAh,1800X1080 ( 415PPI),5.1 inches,"GSM 850/900/1800 MHz, WCDMA 850/2100 MHz",143g,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),139 × 71.9 ×9.1mm,2GB RAM,"WCDMA 840mins, GSM 720mins",69c232a6476c2c030bc6fc06342c2a92a3f09135.jpg,0.0,"Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz)
8 mega-pixels back-illuminated camera
2 mega-pixels back-illuminated front camera
5.1 inches 1800x1080, 415PPI Sharp display 
Flyme 3.0 (based on Android 4.2)"
148,31116,Sony Xperia™ Z Ultra (HSPA),Support Bluetooth 4.0,8.0 MP Sony Exmor™ RS for mobile,Up to 16GB,2.2 GHz 四核心Qualcomm Snapdragon 800處理器,3000mAh,1920 × 1080 pixels,6.44 inch,"UMTS/HSPA+ 850, 900, 1700, 1900, 2100 MHz; GSM/GPRS/EDGE 850, 900, 1800, 1900MHz",212g,2.2 GHz 四核心Qualcomm Snapdragon 800處理器,179.4 × 92.2 × 6.5 mm,2GB RAM,11 hours (GSM);14hours (UMTS),cb93a45a0325dfffe725cf64f6d5d810c81d033d.jpg,6198.0,The world’s Slimmest Full HD Smartphone (6.5mm)
149,57849,HTC One max,"aptX™ technology Bluetooth 4.0, A2DP",HTC UltraPixel Camera,Up to 16GB,Qualcomm ® Snapdragon™ 600 Quad-core 1.7 GHz,"3,300 mAh","1,080 x 1,920 pixels",5.9 touchscreen,EDGE/GPRS/GSM :850/900/1800/1900 MHz,217g,Qualcomm ® Snapdragon™ 600 Quad-core 1.7 GHz,164.5 x 82.5 x 10.29mm,2GB RAM,Up to 25 hours (WCDMA),f6cc7f4d75c2b1cfa7d6296e9e2aac588c3dd90a.jpg,5898.0,"Metal body and 5.9 inches full HD display
Fingerprint scanner allows you to unlock and launch favourite apps with a simple swipe
HTC BoomSound™ with dual frontal stereo speakers and power amplifier delivers sharper and
richer sound
Enhanced HTC BlinkFeed™ aggregates news, social updates and other personally relevant
information on one single screen
HTC UltraPixel Camera gathers 300% more light ; Dual capture mode photo shooting and video
taking
HTC Zoe transforms the photo album with living gallery ; Video Highlights automatically creates
instant cinematic movies
New HTC Scribble change your live creation. Simply create and share you own photo collages,
filled with photos, videos, HTC Zoe photo and audio recording
Long lasting stamina 3300mAh battery
16GB* built-in storage memory, 50GB free Google Drive space for 2 years and support up to
64GB* microSD
Qualcomm Snapdragon 600 1.7GHz Quad-Core processor
Compatible with 4G LTE and IEEE 802.11ac high speed connection"
150,51919,LG G2,Support Bluetooth 4.0 BLE,13 MP,32GB,Snapdragon 800 2.3Ghz Quad-Core Processor,"Standard battery, 3000 mAh (Li-Po)",1920 x 1080 pixels,5.2 inch,2G Network  - 850/900/1800/1900 MHz,143g,Snapdragon 800 2.3Ghz Quad-Core Processor,138.5 (L) x 70.9(W) x 9.1(D),2GB RAM,Up to 16.5 hrs (2G) / Up to 17.5 hrs (3G),7edb18ec104ef4d4545c02cd59f5b86031fdc8ff.jpg,4998.0,"5.2 inches Full HD IPS Super Slim Display
HiFi music 24bit / 192kHz FLAC playback
Snapdragon 800 2.3Ghz Quad-Core Processor
13 MP OIS Camera
Made in Korea
Instinctive Design with Refined Rear Key
Near Zero 2.65mm Bezel
Ultra Fast 4G LTE Cat 4 Network supports
Li-polymer 3,000 mAh Battery
Color: Black, White"
151,53118,ASUS The New Padfone Infinity + P05 Docking,"Support 4.0, A20P,EDR","13MP Sony BSI Sensor, f/2.0 with PixelMaster Technology",32GB,Qualcomm® Snapdragon™ 800 Quad-core CPU (running at 2.2GHz),"2,400mAh Phone (A86)",1920 × 1080 pixel- Phone (A86),5 Inch Touch Screen - Phone (A86),GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,Support,Qualcomm® Snapdragon™ 800 Quad-core CPU (running at 2.2GHz),143.5 × 72.8 × 8.9（mm）- Phone (A86),2GB RAM,Up to 19 Hours (3G),37d912cf502264413562a0754d8df6a0d5b1a06d.jpg,6688.0,"2 in 1 innovative design，easily switch between smartphone and tablet
5 inches Full HD Smartphone、10.1 inches Full HD Tablet
Snapdragon™ 800 2.2GHz Quad-core CPU﹑4G LTE 150Mbps network supported
13-megapixel camera with PixelMaster technology
Total 7400 mAh battery power (Smartphone + Tablet)"
152,31692,Sony Xperia Z Ultra (LTE),Support Bluetooth 4.0,800 萬像素Sony Exmor™ RS for mobile影像感測器,Up to 16GB,2.2 GHz 四核心Qualcomm Snapdragon 800處理器,3000mAh,1920 x 1080 pixels,6.44 inch,LTE 2600/ 2100/ 1900 / 1800/ 1700 /900/ 850/ 800 MHz; UMTS/HSPA+  2100/ 1900/ 1700/ 900/ 850 MHz; GSM/GPRS/EDGE 850/ 900/ 1800/ 1900MHz,212g,2.2 GHz 四核心Qualcomm Snapdragon 800處理器,179.4 x 92.2 x 6.5 mm,2GB RAM,UMTS網絡通話時間：最長達14小時; GSM/GPRS網絡通話時間：最長達11小時,925133c9e05e7bf481fdc4221fcb6505744f3ac9.jpg,0.0,The world’s Slimmest Full HD Smartphone (6.5mm)
153,52437,Sony Xperia™ Z1,Support Bluetooth™ 4.0,20.7M (with Sony Exmor™ RS for mobile CMOS sensor),Up to 16 GB (Support SDXC),Snapdragon 800 2.2Ghz Quad-Core Processor,3000mAh,1920 x 1080 pixels（441ppi）,5 inches,LTE 2600/ 2100/ 1900 / 1800/ 1700 /900/ 850/ 800 MHz,170g,Snapdragon 800 2.2Ghz Quad-Core Processor,144 (L) x 74 (W) x 8.5 (D),2GB RAM,UMTS：Up to 15 hours GSM/GPRS：Up to13.8 hours,ae1232474ad99162cad9fcc9d61e7fa6c4c8c380.jpg,4598.0,"20MP with 1/ 2.3 inch CMOS sensor & F2.0
Sony G Lens and BIONZ image processor
5 inches Full HD TRILUMINOS™ display with X-Reality
Water and dust resistant design (IP55/58)* (* In compliance with IP55 and IP58, Xperia Z1 is protected against the ingress of dust and is waterproof. Provided that all ports and covers are firmly closed, the phone is (i) protected against low pressure jets of water from all practicable directions in compliance with IP 55; and/or (ii) can be kept under 1.5 metre of freshwater for up to 30 minutes in compliance with IP58. The phone is not designed to float or work submerged underwater outside the IP55 or IP58 classification range that may lead to your warranty will being void.)
Smart Social Camera, including Timeshift burst & AR effects"
154,51721,Sony Xperia™ Z Ultra 4G LTE+,Support Bluetooth 4.0,8.0 MP Sony Exmor™ RS for mobile,Up to 16GB,2.2 GHz Quad-core Snapdragon 800,3000mAh,1920 x 1080 pixels,6.44 inch,LTE 2600/ 2100/ 1900 / 1800/ 1700 /900/ 850/ 800 MHz,212g,2.2 GHz Quad-core Snapdragon 800,179.4 x 92.2 x 6.5 mm,2GB RAM,UMTS：Up to 14 hours GSM/GPRS：Up to 11 hours,5c70db1c26bb381134c5a34fca2f232882e4a549.jpg,4698.0,"The world’s Slimmest Full HD Smartphone (6.5mm)* (* Specifications verified by Strategy Analytics’ SpecTRAX service,  as of 24th of June 2013 the Xperia Z Ultra is the slimmest smartphone with a Full HD display, for more information on Strategy analytics results go to: www.sonymobile.com/testresults)
The largest Full HD TRILUMINOS™ display (6.4” IPS)
Any pencil/ stylus for writing and drawing
Water and dust resistant design (IP55/58)# (#IP55/58 Rating = Protected against dust-limited to ingress (no harmful deposits) and the effects of immersion up to 1.5 meters for 30 minutes. In compliance with IPX8, Xperia Z Ultra is waterproof provided that all ports and covers are firmly closed. Please dry your handset with towel right after it gets wet with any water or liquid.)
The latest 2.2GHz Quad-core Snapdragon 800 Processor** (** Specifications of 2.2GHz Quad-core Snapdragon™ 800 Processor verified by Strategy Analytics’ SpecTRAX service,  as of 24th of June 2013, for more information on Strategy analytics results go to: www.sonymobile.com/testresults)"
155,52327,Nokia Lumia 1020,"Support Bluetooth 3.0, A2DP, EDR","Main camera sensor: 41 MP, PureView",up to 256MB,Qualcomm Snapdragon™ S4 Dual Core 1.5 GHz,2000 mAh,768 x 1280 pixels,4.5 inch,GSM/GPRS/EDGE: 850 / 900 / 1800 / 1900 MHz,158g,Qualcomm Snapdragon™ S4 Dual Core 1.5 GHz,130.4 (L) x 71.4 (W) x 10.4 (D),up to 64MB,Up to 798 mins,215e360687be7f26cd9c4d4fed9a087ee823696a.jpg,6288.0,"41MP camera
FREE Nokia Camera Grip for better focus and additional battery power
Take more beautiful pictures using Nokia Pro Camera
Fast 4G
Windows Phone 8 & free 7GB SkyDrive storage"
156,52355,MEIZU MX3 (32GB),Support V4.0,8 mega-pixels back-illuminated camera,32GB,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),2400mAh,1800X1080 ( 415PPI),5.1 inches,GSM 850/900/1800 MHz,143g,Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz),139 × 71.9 ×9.1mm,2GB RAM,"WCDMA 840 mins, GSM 720 mins",9bef10d2da45dbc80de2ca1f722ec833aae53304.jpg,3299.0,"Exynos 5410 Octa-core application processor (A15 Quad 1.6GHz + A7 Quad 1.2GHz)
8 mega-pixels back-illuminated camera
2 mega-pixels back-illuminated front camera
5.1 inches 1800x1080, 415PPI Sharp display 
Flyme 3.0 (based on Android 4.2)"
157,21054,Samsung GALAXY S4 LTE,"V4.0Support A2DP, AVRCP",13.0MP,16GB,Qualcomm 1.9GHz Quad Core processor (4G),2600mAh,1920x1080 pixels,5,LTE (800/1800/2600MHz),130g,Qualcomm 1.9GHz Quad Core processor (4G),136.6 (L) x 69.8 (W) x 7.9 (D) mm,Support2GB RAM,up to 17 hrs (3G),342789bc0c64b3659929b62b0ba847f061bb9814.jpg,4498.0,"5-inch Full HD SUPER AMOLED Display
13MP Pixels Camera
1.9GHz Quad Core Processor
Dual Shot
Sound & Shot
Group Play
Smart Pause"
158,31597,BlackBerry Q5,Support Bluetooth 4.0,5MP,8 GB,Dual Core 1.2 GHz Qualcomm MSM8960D,2180mAh,720 x 720 pixels (329PPI),3.1 inch,LTE 2600/1800/900/800 MHz,120g,Dual Core 1.2 GHz Qualcomm MSM8960D,120 x 66 x 10.8 mm,2GB RAM,GSM: up to 10 hours,e78da199e688aab200f78e02241fc2015efbfe3f.jpg,3588.0,"BlackBerry® Keyboard 
BlackBerry® TimeShift + StoryMaker 
BBM™ Video with Screen Share 
BlackBerry ®World
BlackBerry® Hub"
159,29741,ASUS PadFone Infinity + Docking,"Support 4.0, A2DP, EDR","13MP Sony BSI Sensor, f/2.0 Aperture,5-element lens,auto focus,LED flash",64GB,Qualcomm® Snapdragon™ 600 Quad-core CPU (running at 1.7GHz),"2,400mAh - Handset",1920 x 1080 pixels - Handset,5 inch touch screen (Handset),GSM/GPRS/EDGE: 850/900/1800/1900 MHz,145g - Handset,Qualcomm® Snapdragon™ 600 Quad-core CPU (running at 1.7GHz),143.5 x 72.8 x 8.9 mm - Handset,2GB RAM,Up to 19 hours (3G),bc3dc4de437adbcba9eebef94b40ddf683c3d0af.jpg,6288.0,"LTE FHD Smartphone 5-inch + LTE FHD Tablet 10.1-inch
The fastest Qualcomm® Snapdragon™ 600 quad-core CPU at 1.7GHz
13MP F2.0 camera with 100 consecutive photo captures
2-in-1 Innovation Dynamic Display for instant switch between phone and tablet experience
Sleek aluminum alloy with brushed metal finish design"
160,9637,HTC Butterfly s,"Enable aptX™ technology Bluetooth 4.0, A2DP","- HTC UltraPixel Camera, BSI sensor, Pixel size 2.0 µm, Sensor size 1/3 inch (providing better low-light photographt) F2.0 aperture and 28 mm lens",Support up to 16GB,Qualcomm® Snapdragon™ 600 1.9 GHz Quad-core processor,Support,"1,080 x 1,920 pixels",5 inch touch screen,EDGE/GPRS/GSM : 850/900/1800/1900 MHz,160,Qualcomm® Snapdragon™ 600 1.9 GHz Quad-core processor,144.5 x 70.5 x 10.6mm,2GB RAM,Up to 1500 minutes,7911e670d0a1a160adf0738b13b1aa2fb70a3531.jpg,5698.0,"Most powerful battery features 3200mAh for long-lasting stamina
HTC BlinkFeed™ aggregates the freshest news, social updates and other personally relevant information onto the homescreen
The breakthrough HTC UltraPixel Camera gathers 300% more light
HTC Zoe™ transforms the photo album into a living gallery; Video Highlights automatically creates instant cinematic movies
88 degrees ultra-wide- angle front camera, supports HDR and 1080p Full HD video recording
Built-in special photo editing functions including sequence shot, object removal, always smile and face retouch tools
HTC BoomSound™ with dual frontal stereo speakers and power amplifier delivers sharper and richer sound
New generation Qualcomm® Snapdragon™ 600 1.9 GHz Quad-core processor
5.0-inch full HD 1080P 440ppi display, real-time color engine enhances color, contrast and brightness
Compatible with 4G LTE and IEEE 802.11 ac with ultra-speed internet experience"
161,119,BlackBerry Z10,Support Bluetooth™ 4.0,8.0M,Flash memory: Up to 16 GB,Dual Core 1.5 GHz Qualcomm MSM8960,1800mAh,1280 x 768 pixels(356ppi),4.2 touch screen,LTE 2600/1800/900/800 MHz,136,Dual Core 1.5 GHz Qualcomm MSM8960,130 x 65.6 x 9,2GB,up to 8 hrs (GSM); up to 10 hrs (UMTS),1b5e94290c0492a7bf9789cd7baead2b9d826337.jpg,4988.0,"Time shift - camera with Time Shift mode; create the perfect shot by moving parts of your picture backwards and forwards in time
Peek - peek into BlackBerry Hub from any apps, to see your messages and conversations
Flick Typing - type faster and more accurately on a touch screen keyboard that learns how to write
BBM Video Screen Share - catch up face-to-face and share what is on your screen with BBM video with screen share
Balance - keeps your personal information separate and private from your work data, switch between your profiles with one simple gesture"
162,57714,BlackBerry Bold™ 9790,Bluetooth v2.1,5.0 MP,8GB eMMC,Marvel Tavor MG1 1 GHz,1250mAh,N/A,2.45,UMTS (2100/1900/850/800 MHz),107g,Marvel Tavor MG1 1 GHz,110 x 60 x 11.4 mm,768 MB RAM,Up to 5.3 hours,ace27461505f044b25e1d45bed83c3c39f26e14d.jpg,0.0,"Device specification on DL/UL: 7.2Mbps/5.76Mbps*
Supports 3G, HSDPA/HSUPA and Wi-Fi technologies
Built-in GPS with BlackBerry® Maps
Supports up to 32GB microSD card
5.0 MP digital camera with flash, 2 x digital zoom"
163,8037,HTC The new HTC one,"aptX™ technology Bluetooth 4.0, A2DP","- The HTC UltraPixel camera with auto focus, BSI sensor, the pixel size 2.0 µm, the sensor size 1/3 inch (provides better low light photofraphy)",Support (up to 32GB),"Qualcomm® Snapdragon 600, Quad Core, 1.7GHz",2300 mAh,1080 x 1920 pixels,4.7 inch touch screen,EDGE/GPRS/GSM : 850/900/1800/1900 MHz,143g,"Qualcomm® Snapdragon 600, Quad Core, 1.7GHz",137.4 x 68.2 x 9.31mm,2GB RAM,Up to 1140 minutes,1c1f831fcf38fcfd8f49d5066b4f04df5a642680.jpg,4898.0,"Innovative slim full metal unibody
HTC BlinkFeed™ aggregates the freshest news, social updates and other personally relevant information onto the homescreen
HTC BoomSound™ with dual frontal stereo speakers and power amplifier delivers sharper and richer sound 
The breakthrough HTC UltraPixel Camera gathers 300% more light and comes with 3D Optical Image Stabilization 
HTC Zoe™ transforms the photo album into a living gallery; Video Highlights automatically creates instant cinematic movies 
Dedicated HTC ImageSense 2 with continuous shooting mode fires off up to 8 shots per second and captures up to 99 images in total
Built-in special photo editing functions including sequence shot, object removal, always smile and face retouch tools
Brand-new HTC Sense TV™ - interactive TV program guide and a universal remote control for TV, set-top boxes and AV receivers
4.7-inch full HD 1080P 468ppi display, real-time color engine enhances color, contrast and brightness
New generation Qualcomm® Snapdragon™ 600 1.7 GHz Quad-core processor
Compatible with 4G LTE and IEEE 802.11 ac with ultra-speed internet experience"
